0.24783, 65.639
0.27746, 60.060
0.29795, 56.367
0.33673, 50.106
0.34843, 48.500
0.39891, 41.636
0.40989, 40.191
0.44830, 35.575
0.49896, 30.277
0.54908, 25.982
0.59956, 22.209
0.62938, 20.283
0.64931, 19.038
