0.24747, 74.269
0.26978, 70.054
0.29758, 65.037
0.32502, 60.100
0.34825, 56.287
0.39050, 50.186
0.39837, 49.142
0.44830, 42.921
0.47354, 40.231
0.49842, 37.743
0.54853, 32.926
0.57853, 30.197
0.59901, 28.591
0.64913, 24.899
